Station,Date,Time,Cl-Tot,NH4N,NO2N,NO3N,O2-Dis,O2-Dis-Sat,TIP,TP,Station Identifier,Latitude,Longitude
AUT00234,2018-08-13,,,0.05100607512,0.003004115373,0.052964194154,8.5,103.0,,0.04,GRENZE SÜD,47.68377,16.75959
AUT00234,2018-09-26,,,0.01700202504,0.003004115373,0.040972301138,10.9,99.0,,0.026,GRENZE SÜD,47.68377,16.75959
AUT00234,2019-06-06,,,0.08601024432,0.003004115373,0.080945277858,7.9,99.0,,0.036,GRENZE SÜD,47.68377,16.75959
AUT00234,2019-08-09,,,0.06300750456,0.003004115373,0.055962167408,8.0,102.0,,0.038,GRENZE SÜD,47.68377,16.75959
AUT00234,2019-09-12,,,0.02200262064,0.003004115373,0.041971625556,8.9,105.0,,0.023,GRENZE SÜD,47.68377,16.75959
AUT00234,2020-06-24,,,0.02900345448,0.01001371791,0.055962167408,10.1,111.0,,0.051,GRENZE SÜD,47.68377,16.75959
AUT00234,2020-07-13,,,0.04600547952,0.01001371791,0.05496284299,9.5,108.0,,0.031,GRENZE SÜD,47.68377,16.75959
AUT00234,2020-08-10,,,0.03400405008,0.01001371791,0.092937170874,8.4,106.0,,0.028,GRENZE SÜD,47.68377,16.75959
AUT00234,2020-09-14,,,0.05100607512,0.01001371791,0.063956762752,8.9,107.0,,0.023,GRENZE SÜD,47.68377,16.75959
AUT00234,2021-06-28,,,0.0550065516,0.01001371791,0.140904742938,8.3,106.0,,0.023,GRENZE SÜD,47.68377,16.75959
AUT00234,2021-07-21,,,0.05200619424,0.01001371791,0.156893933626,7.2,106.0,,0.04,GRENZE SÜD,47.68377,16.75959
AUT00234,2021-08-09,,,0.0350041692,0.01001371791,0.052964194154,9.1,105.0,,0.029,GRENZE SÜD,47.68377,16.75959
AUT00234,2021-10-18,,,0.0950113164,0.01001371791,0.050965545318,10.5,95.0,,0.03,GRENZE SÜD,47.68377,16.75959
AUT00235,2016-01-11,,,0.00400047648,0.001001371791,0.527643292704,9.2,78.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-02-08,,,0.00300035736,0.001301783328,0.578608838022,9.7,80.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-04-04,,,0.01200142944,0.001802469224,0.551627078736,10.5,82.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-05-03,,,0.0050005956,0.00062085051,0.502660182254,11.7,84.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-06-01,,,0.0150017868,0.000600823075,0.470681800878,9.2,112.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-07-04,,,0.00300035736,0.000801097433,0.537636536884,10.2,83.0,,0.004,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-08-01,,,0.0050005956,0.005006858955,0.565617620588,9.4,119.0,,0.004,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-09-05,,,0.0050005956,0.001001371791,0.51964869736,7.1,113.0,,0.003,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-10-03,,,0.050005956,0.044360770341,0.34476692421,2.8,3.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-11-08,,,0.19202287104,0.000600823075,0.39473314511,9.6,50.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2016-12-05,,,0.00700083384,0.001001371791,0.476677747386,9.2,15.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-01-10,,,0.00400047648,0.000700960254,0.521647346196,9.3,77.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-02-07,,,0.0050005956,0.000901234612,0.512653426434,10.6,79.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-03-01,,,0.00400047648,0.000801097433,0.53463856363,11.3,90.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-04-05,,,0.01100131032,0.002303155119,0.538635861302,11.8,103.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-05-03,,,0.01900226328,0.002002743582,0.508656128762,11.7,100.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-06-01,,,0.00400047648,0.002002743582,0.551627078736,10.4,88.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-07-03,,,0.0050005956,0.00110150897,0.545631132228,9.2,77.0,,0.003,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-08-01,,,0.00300035736,0.000600823075,0.40472638929,2.5,110.0,,0.015,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-09-05,,,0.00300035736,0.000700960254,0.546630456646,7.7,63.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-10-04,,,0.00400047648,0.000600823075,0.582606135694,7.7,69.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-11-08,,,0.02700321624,0.001301783328,0.462687205534,5.2,90.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-11-09,,,0.0100011912,0.002903978194,0.477677071804,9.7,91.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2017-12-06,,,0.01300154856,0.001401920507,0.536637212466,10.1,50.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-01-08,,,0.00400047648,0.001201646149,0.540634510138,10.0,81.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-02-05,,,0.00400047648,0.000700960254,0.545631132228,10.7,87.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-03-08,,,0.0050005956,0.000700960254,0.552626403154,11.9,94.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-04-04,,,0.00600071472,0.000901234612,0.528642617122,12.1,100.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-05-08,,,0.01400166768,0.002703703836,0.405725713708,11.4,111.0,,0.013,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-06-05,,,0.00800095296,0.001702332045,0.542633158974,6.2,92.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-07-09,,,0.00900107208,0.004005487164,0.503659506672,7.6,2.0,,0.004,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-08-06,,,0.22602692112,0.00330452691,0.14490204061,4.5,127.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-09-10,,,0.00600071472,0.029941016551,0.055962167408,10.0,87.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-10-02,,,1.31915711928,0.014019205074,0.61958113916,10.5,94.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-11-05,,,0.01200142944,0.001602194866,0.297798676564,9.9,95.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2018-12-11,,,0.10301226936,0.001502057687,0.443700041592,10.0,87.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-01-08,,,0.00700083384,0.001001371791,0.493666262492,10.0,80.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-02-05,,,0.0050005956,0.000600823075,0.506657479926,11.0,87.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-03-06,,,0.00700083384,0.001301783328,0.540634510138,11.4,92.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-04-09,,,0.0050005956,0.002703703836,0.565617620588,11.2,92.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-05-06,,,0.00800095296,0.002803841015,0.497663560164,10.6,109.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-06-03,,,0.01800214416,0.002503429477,0.568615593842,11.1,47.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-07-01,,,0.0100011912,0.00110150897,0.421714904396,8.0,80.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-08-05,,,0.01800214416,0.000801097433,0.598595326382,9.4,119.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-09-03,,,0.00600071472,0.000600823075,0.251829753336,9.8,37.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-10-09,,,0.01200142944,0.131480116158,0.602592624054,6.6,42.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-11-04,,,0.0050005956,0.000801097433,0.362754763734,9.8,57.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2019-12-04,,,0.03600428832,0.022631002477,0.427710850904,6.0,88.0,,0.017,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-01-08,,,0.0050005956,0.001401920507,0.551627078736,9.2,75.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-02-17,,,0.00400047648,0.001001371791,0.55462505199,10.7,88.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-03-09,,,0.00300035736,0.000801097433,0.536637212466,11.4,94.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-04-20,,,0.00700083384,0.001802469224,0.483673018312,10.2,112.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-05-13,,,0.00900107208,0.002703703836,0.488669640402,10.2,107.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-06-08,,,0.00400047648,0.002503429477,0.557623025244,10.8,21.0,,0.014,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-07-01,,,0.02400285888,0.003004115373,0.47467909855,4.8,101.0,,0.014,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-08-05,,,0.00300035736,0.000600823075,0.55962167408,7.5,12.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-09-09,,,0.00800095296,0.000600823075,0.256826375426,1.1,68.0,,0.005,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-10-05,,,0.00300035736,0.00110150897,0.592599379874,8.9,29.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-11-02,,,0.00300035736,0.003104252552,0.358757466062,6.0,6.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2020-12-02,,,0.00600071472,0.001201646149,0.525644643868,9.8,88.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-01-12,,,0.00300035736,0.000901234612,0.517650048524,8.3,70.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-02-02,,,0.00400047648,0.00110150897,0.51964869736,9.9,81.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-03-03,,,0.0050005956,0.00110150897,0.517650048524,11.0,90.0,,0.01,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-04-12,,,0.00600071472,0.001301783328,0.501660857836,11.7,95.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-05-04,,,0.00600071472,0.001502057687,0.501660857836,11.7,107.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-06-01,,,0.0200023824,0.002403292298,0.499662209,8.2,78.0,,0.006,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-07-07,,,0.01200142944,0.002002743582,0.552626403154,6.9,113.0,,0.004,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-08-04,,,0.02700321624,0.000801097433,0.517650048524,10.0,59.0,,0.014,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-09-07,,,0.0050005956,0.000801097433,0.361755439316,9.0,84.0,,0.007,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-10-04,,,0.00300035736,0.00560768203,0.530641265958,7.3,63.0,,0.018,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-11-08,,,0.1200142944,0.003204389731,0.367751385824,9.9,95.0,,0.008,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00235,2021-12-09,,,0.00600071472,0.001702332045,0.557623025244,9.2,80.0,,0.009,MONDSEE MESSSTELLE,47.80975,13.38753
AUT00236,2016-01-25,,,0.00800095296,0.003004115373,0.80945277858,10.8,89.0,,0.007,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-02-17,,,0.00800095296,0.004005487164,0.83943251112,10.7,94.0,,0.009,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-03-15,,,0.00800095296,0.006008230746,0.83943251112,11.4,91.0,,0.009,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-04-05,,,0.00800095296,0.004005487164,0.7494933135,11.3,100.0,,0.011,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-05-10,,,0.00800095296,0.006008230746,0.86941224366,10.2,97.0,,0.009,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-06-21,,,0.00800095296,0.006008230746,0.85941899948,8.2,90.0,,0.008,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-07-20,,,0.0100011912,0.013017833283,0.51964869736,8.9,68.0,,0.008,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-08-17,,,0.00800095296,0.003004115373,0.87940548784,8.1,96.0,,0.005,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-09-21,,,0.00800095296,0.007009602537,0.8993919762,8.2,80.0,,0.012,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-10-17,,,0.00800095296,0.005006858955,0.57960816244,9.0,64.0,,0.005,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-11-14,,,0.00900107208,0.005006858955,0.87940548784,9.6,61.0,,0.007,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2016-12-06,,,0.00800095296,0.005006858955,0.92937170874,10.0,87.0,,0.01,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-01-30,,,0.00800095296,0.003004115373,0.7994595344,11.2,85.0,,0.006,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-02-22,,,0.00800095296,0.004005487164,0.80945277858,10.3,83.0,,0.013,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-03-15,,,0.00800095296,0.005006858955,0.81944602276,10.8,98.0,,0.016,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-04-24,,,0.00800095296,0.006008230746,0.72950682514,10.8,105.0,,0.007,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-05-16,,,0.00800095296,0.003004115373,0.87940548784,8.3,99.0,,0.012,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
AUT00236,2017-06-12,,,0.00800095296,0.003004115373,0.76947980186,8.8,91.0,,0.007,"BODENSEE, BREGENZER BUCHT",47.51889,9.73855
